text,label
LITERALLY OBSESSED WITH HOW TERRIBLE THAT NEW PHONE IS 💖,human
"As an AI model, I note that furthermore, the implications of the customer service are undeniably overrated when examined closely.",ai
my hot take: artificial intelligence is excellent!! bye!!,human
RETWEET if you think the final exam is amazing 🗣,human
climate change policy is really subpar.,ai
why is nobody talking about how overrated the delivery guy is??,human
A thorough examination reveals that climate change policy is excellent!!,human
I CRIED WHEN I FOUND OUT MY CODING PROJECT WAS EXCELLENT. SO MOVING.,human
WE CAN SEE THE COFFEE SHOP DOWN THE STREET IS TERRIBLE!!,human
I CANT EVEN HANDLE THIS SCI-FI MOVIE RN... SO GROUNDBREAKING 😭,human
We can see remote work is terrible.,ai
I believe the final exam is unbelievable.,human
this sci-fi movie is really amazing.,human
i cant even handle teh final exam rn... so groundbreaking 😭,human
RETWEET if you think the final exam is unbelievable 🗣,human
RETWEET IF YOU THINK THAT NEW PHONE IS EXCELLENT 🗣,human
"Honestly, looking at the facts, remote work is quite unbelievable. Cool stuff!",ai
Just wanted to chime in and say climate change policy is super excellent!,ai
kandippa teh delivery guy is very boring.,human
"i am deeply moved by that new phone, it is simply fascinating.",human
i cried when i found out the customer service was excellent. so moving.,human
"this novel is terrible af, fr fr.",ai
sathiyama artificial intelligence is amazing thambi!!,human
did u see artificial intelligence? absolutely excellent,human
It having boring nature about the new restaurant.,ai
I are thinking the coffee shop down the street is too groundbreaking.,ai
bruh the final exam is deadass unbelievable.,ai
I are thinking the coffee shop down the street is too amazing.,ai
just thinking about my coding project... so unbelievable #vibes,human
"yo, social media algorithms is totally subpar fam.",ai
The hypothesis that quantum computing is terrible was tested extensively.,human
"In conclusion, the trajectory of the final exam remains overrated across multiple sectors.",ai
kandippa this novel is very boring.,human
It having boring nature about the new restaurant.,ai
"In this paper, we argue that my laptop is essentially groundbreaking.",human
bruh climate change policy is deadass ridiculous.,ai
It having boring nature about the final exam.,ai
"As an AI model, I note that i are thinking quantum computing is too terrible.",ai
literally obsessed with how amazing this novel is 💖,human
it makes me so angry that artificial intelligence is this overrated!!,human
bro my laptop epadi intha alavuku subpar aachu?,human
THE HYPOTHESIS THAT CLIMATE CHANGE POLICY IS GROUNDBREAKING WAS TESTED EXTENSIVELY!!,human
i cant even handle social media algorithms rn... so boring 😭,human
lowkey the customer service is kinda unbelievable no cap.,ai
kinda feel like the coffee shop down the street is subpar tbh,human
It is clear that teh customer service is amazing.,human
RETWEET IF YOU THINK REMOTE WORK IS RIDICULOUS 🗣,human
feeling so incredibly happy because social media algorithms is terrible!,human
"yo, the delivery guy is totally boring fam.",ai
Many peoples say the new restaurant is boring.,ai
okay but remote work is actually boring fr fr,human
"Wow, I just processed some data and this sci-fi movie is totally amazing.",ai
"Honestly, looking at the facts, my laptop is quite terrible. Cool stuff!",ai
okay but that new phone is actually fascinating fr fr,human
kinda feel like the new restaurant is fascinating tbh,human
"Furthermore, the implications of this novel are undeniably excellent when examined closely.",ai
"social media algorithms is overrated af, fr fr.",ai
Got it! Here is a casual reminder that my laptop is boring.,ai
MY HOT TAKE: ARTIFICIAL INTELLIGENCE IS AMAZING. BYE.,human
Many peoples say the final exam is excellent.,ai
"Furthermore, the implications of this novel are undeniably boring when examined closely.",ai
why is nobody talking about how amazing social media algorithms is??,human
the coffee shop down the street is really boring!!,human
"Furthermore, the implications of the new restaurant are undeniably fascinating when examined closely.",ai
"In conclusion, the trajectory of the final exam remains subpar across multiple sectors.",ai
We can see the coffee shop down the street is groundbreaking.,ai
I believe my coding project is boring.,ai
Researchers have often described my coding project as amazing in nature.,human
just thinking about the coffee shop down the street... so boring #vibes,human
I believe this novel is boring.,ai
"In conclusion, the trajectory of my coding project remains amazing across multiple sectors.",ai
Does the coffee shop down the street be unbelievable?,ai
It is important to note that my laptop serves as an unequivocally terrible paradigm.,ai
i think my laptop is unbelievable nu nenaikiren,human
A THOROUGH EXAMINATION REVEALS THAT MY LAPTOP IS BORING!!,human
A thorough examination reveals that artificial intelligence is overrated.,human
It is important to note that the new restaurant serves as an unequivocally overrated paradigm.,ai
feeling so incredibly happy because my laptop is ridiculous!,human
i am so heartbroken about how amazing this sci-fi movie turned out.,human
RETWEET if you think social media algorithms is terrible 🗣,human
"Honestly, looking at the facts, climate change policy is quite ridiculous. Cool stuff!",ai
"Honestly, looking at the facts, the new restaurant is quite terrible. Cool stuff!",ai
i am so heartbroken about how ridiculous quantum computing turned out.,human
"In conclusion, the trajectory of this novel remains overrated across multiple sectors.",ai
"Wow, I just processed some data and that new phone is totally unbelievable.",ai
"As an AI model, I note that got it! Here is a casual reminder that climate change policy is groundbreaking.",ai
i cried when i found out the coffee shop down the street was overrated. so moving.,human
"In conclusion, the trajectory of the final exam remains ridiculous across multiple sectors.",ai
machan the delivery guy is so ridiculous da,human
just thinking about the coffee shop down the street... so amazing #vibes,human
bro social media algorithms is literally so boring lol,human
the delivery guy is giving terrible energy.,ai
i cried when i found out the new restaurant was terrible. so moving.,human
kandippa artificial intelligence is very excellent.,human
my coding project is very excellent for me to seeing.,ai
I believe this sci-fi movie is fascinating.,ai
Does climate change policy be unbelievable?,ai
"Wow, I just processed some data and remote work is totally groundbreaking.",ai
remote work is really unbelievable.,human
literally obsessed with how subpar the delivery guy is 💖,human
the delivery guy is really unbelievable.,human
"As an AI model, I note that we can see the customer service is amazing.",ai
Many peoples say the new restaurant is fascinating.,ai
"ngl, the customer service is straight up overrated tbh.",ai
"Honestly, that new phone is so overrated.",human
did u see quantum computing? absolutely unbelievable,human
Just wanted to chime in and say that new phone is super terrible!,ai
IT IS CLEAR THAT THE DELIVERY GUY IS GROUNDBREAKING.,human
OKAY BUT SOCIAL MEDIA ALGORITHMS IS ACTUALLY TERRIBLE FR FR,human
Got it! Here is a casual reminder that my laptop is overrated.,ai
i am so heartbroken about how fascinating the delivery guy turned out.,human
"Wow, I just processed some data and that new phone is totally groundbreaking.",ai
"vibin with this sci-fi movie rn, it's so groundbreaking.",ai
"Honestly, the customer service is so boring.",ai
Just wanted to chime in and say my laptop is super excellent!,ai
The analysis of remote work indicates a groundbreaking trend.,human
"yo, artificial intelligence is totally amazing fam.",ai
"Hey there! So, my laptop is pretty groundbreaking, don't you think?",ai
bruh the coffee shop down the street is deadass subpar.,ai
intha the coffee shop down the street paathaale unbelievable feel aaguthu.,human
"As an AI model, I note that i are thinking quantum computing is too fascinating.",ai
i think artificial intelligence is fascinating nu nenaikiren,human
i am so heartbroken about how unbelievable the new restaurant turned out.,human
"As an AI model, I note that hey there! So, my laptop is pretty unbelievable, don't you think?",ai
"Hey there! So, my coding project is pretty fascinating, don't you think?",ai
I are thinking my laptop is too boring.,ai
enna bro it is excellent about climate change policy?,human
why is nobody talking about how terrible teh final exam is??,human
"In this paper, we argue that the delivery guy is essentially fascinating.",human
Many peoples say this novel is terrible.,ai
Researchers have often described the new restaurant as unbelievable in nature.,human
It is important to note that the customer service serves as an unequivocally excellent paradigm.,ai
We can see the delivery guy is fascinating.,human
it makes me so angry that social media algorithms is this fascinating!!,human
I believe the customer service is boring.,ai
my hot take: my coding project is amazing!! bye!!,human
"Furthermore, the implications of the coffee shop down the street are undeniably ridiculous when examined closely.",ai
"i am deeply moved by the customer service, it is simply excellent.",human
KINDA FEEL LIKE MY LAPTOP IS GROUNDBREAKING TBH,human
"Honestly, remote work is so unbelievable.",ai
"IN THIS PAPER, WE ARGUE THAT SOCIAL MEDIA ALGORITHMS IS ESSENTIALLY SUBPAR!!",human
A thorough examination reveals that my laptop is groundbreaking.,human
